Awardee,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate,Indicator Number,Indicator Name,Category,Program
South Dakota,2013,29,844877,3.4325,3.8372,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
South Dakota,2014,26,853175,3.0474,3.2586,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
South Dakota,2015,14,858469,,,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
South Dakota,2016,28,865454,3.2353,3.2009,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Tennessee,2013,588,6495978,9.0518,9.1355,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Tennessee,2014,604,6549352,9.2223,9.3361,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Tennessee,2015,693,6600299,10.4995,10.5122,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Tennessee,2016,739,6651194,11.1108,11.146,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Texas,2013,555,26448193,2.0984,2.0667,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Texas,2014,571,26956958,2.1182,2.1067,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Texas,2015,590,27469114,2.1479,2.1346,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Texas,2016,617,27862596,2.2144,2.2048,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Utah,2013,389,2900872,13.4098,14.3658,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Utah,2014,397,2942902,13.4901,14.6098,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Utah,2015,385,2995919,12.8508,13.696,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Utah,2016,349,3051217,11.4381,12.4729,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Vermont,2013,45,626630,7.1813,7.2104,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Vermont,2014,26,626562,4.1496,4.3043,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Vermont,2015,32,626042,5.1115,5.2827,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Vermont,2016,35,624594,5.6036,5.8844,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Virginia,2013,366,8260405,4.4308,4.3219,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Virginia,2014,400,8326289,4.8041,4.812,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Virginia,2015,322,8382993,3.8411,3.8384,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Virginia,2016,400,8411808,4.7552,4.6731,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Washington,2013,396,6971406,5.6803,5.4439,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Washington,2014,369,7061530,5.2255,4.9177,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Washington,2015,355,7170351,4.9509,4.6695,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Washington,2016,388,7288000,5.3238,4.9553,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
West Virginia,2013,368,1854304,19.8457,20.8456,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
West Virginia,2014,383,1850326,20.6991,21.4441,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
West Virginia,2015,380,1844128,20.6059,21.1884,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
West Virginia,2016,340,1831102,18.5681,19.6781,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Wisconsin,2013,330,5742713,5.7464,5.7031,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Wisconsin,2014,334,5757564,5.8011,5.8311,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Wisconsin,2015,300,5771337,5.1981,5.2194,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Wisconsin,2016,382,5778708,6.6105,6.7371,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Wyoming,2013,34,582658,5.8353,6.1079,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Wyoming,2014,31,584153,5.3068,5.1215,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Wyoming,2015,31,586107,5.2891,5.4793,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Wyoming,2016,26,585501,4.4406,4.3617,4,Drug overdose deaths involving prescription opioid pain relievers: Natural and semi-synthetic opioids and methadone,Mortality,PfS
Alabama,2013,65,4833722,1.3447,1.3465,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,None
Alabama,2014,90,4849377,1.8559,1.7924,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,None
Alabama,2015,87,4858979,1.7905,1.8263,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,None
Alabama,2016,94,4863300,1.9328,1.9864,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,None
Alaska,2013,38,735132,5.1691,5.1705,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Alaska,2014,40,736732,5.4294,5.6327,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Alaska,2015,51,738432,6.9065,6.5377,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Alaska,2016,45,741894,6.0656,6.0759,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Arizona,2013,253,6626624,3.8179,3.9053,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Arizona,2014,290,6731484,4.3081,4.2479,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Arizona,2015,298,6828065,4.3643,4.5363,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Arizona,2016,326,6931071,4.7035,4.7894,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Arkansas,2013,111,2959373,3.7508,3.8081,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Arkansas,2014,119,2966369,4.0116,4.3069,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Arkansas,2015,144,2978204,4.8351,5.0593,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Arkansas,2016,114,2988248,3.8149,4.036,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
California,2013,1039,38332521,2.7105,2.5693,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
California,2014,1047,38802500,2.6983,2.5593,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
California,2015,1019,39144818,2.6032,2.4379,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
California,2016,955,39250017,2.4331,2.2515,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,DDPI
Colorado,2013,221,5268367,4.1948,4.0562,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Colorado,2014,259,5355866,4.8358,4.6299,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Colorado,2015,259,5456574,4.7466,4.5276,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Colorado,2016,212,5540545,3.8263,3.667,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Connecticut,2013,144,3596080,4.0044,3.8414,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Connecticut,2014,157,3596677,4.3651,4.2998,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Connecticut,2015,183,3590886,5.0962,4.7822,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Connecticut,2016,206,3576452,5.7599,5.5036,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Delaware,2013,35,925749,3.7807,3.9721,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Delaware,2014,38,935614,4.0615,4.2018,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Delaware,2015,36,945934,3.8058,3.7972,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Delaware,2016,31,952065,3.2561,3.4239,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
District of Columbia,2013,10,646449,,,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
District of Columbia,2014,19,658893,,,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
District of Columbia,2015,21,672228,3.1239,3.0698,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
District of Columbia,2016,52,681170,7.6339,7.3596,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Florida,2013,751,19552860,3.8409,3.8011,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Florida,2014,697,19893297,3.5037,3.4731,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Florida,2015,789,20271272,3.8922,3.8284,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Florida,2016,1030,20612439,4.997,5.094,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Georgia,2013,309,9992167,3.0924,3.0587,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Georgia,2014,388,10097343,3.8426,3.7915,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Georgia,2015,435,10214860,4.2585,4.2006,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Georgia,2016,455,10310371,4.413,4.2725,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Hawaii,2013,39,1404054,2.7777,2.7346,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Hawaii,2014,35,1419561,2.4656,2.3515,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Hawaii,2015,37,1431603,2.5845,2.4402,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Hawaii,2016,44,1428557,3.08,2.8748,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Idaho,2013,51,1612136,3.1635,3.1246,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Idaho,2014,42,1634464,2.5696,2.7074,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Idaho,2015,51,1654930,3.0817,3.3077,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Idaho,2016,64,1683140,3.8024,3.8521,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Illinois,2013,185,12882135,1.4361,1.3774,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Illinois,2014,253,12880580,1.9642,1.9142,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Illinois,2015,271,12859995,2.1073,2.0374,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Illinois,2016,378,12801539,2.9528,2.9037,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Indiana,2013,111,6570902,1.6893,1.7338,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Indiana,2014,149,6596855,2.2587,2.279,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Indiana,2015,146,6619680,2.2055,2.229,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Indiana,2016,231,6633053,3.4826,3.5328,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Iowa,2013,106,3090416,3.43,3.6355,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Iowa,2014,81,3107126,2.6069,2.6716,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Iowa,2015,75,3123899,2.4008,2.512,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Iowa,2016,82,3134693,2.6159,2.7009,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Kansas,2013,88,2893957,3.0408,3.2101,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Kansas,2014,91,2904021,3.1336,3.1859,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Kansas,2015,74,2911641,2.5415,2.6729,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Kansas,2016,83,2907289,2.8549,2.8143,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Kentucky,2013,349,4395295,7.9403,7.9825,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Kentucky,2014,344,4413457,7.7943,7.7016,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Kentucky,2015,382,4425092,8.6326,8.9412,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Kentucky,2016,403,4436974,9.0828,9.3257,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Louisiana,2013,86,4625470,1.8593,1.887,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Louisiana,2014,93,4649676,2.0001,1.9896,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Louisiana,2015,108,4670724,2.3123,2.3211,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Louisiana,2016,111,4681666,2.371,2.3206,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Maine,2013,64,1328302,4.8182,4.895,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Maine,2014,80,1330089,6.0146,6.1213,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Maine,2015,102,1329328,7.673,7.7276,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Maine,2016,132,1331479,9.9138,10.8015,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Maryland,2013,304,5928814,5.1275,4.9158,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Maryland,2014,388,5976407,6.4922,6.2442,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Maryland,2015,398,6006401,6.6263,6.5273,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Maryland,2016,666,6016447,11.0697,10.7164,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Massachusetts,2013,179,6692824,2.6745,2.6078,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Massachusetts,2014,178,6745408,2.6388,2.5971,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Massachusetts,2015,225,6794422,3.3115,3.2537,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Massachusetts,2016,267,6811779,3.9197,3.7347,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Michigan,2013,283,9895622,2.8599,2.792,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Michigan,2014,328,9909877,3.3098,3.3454,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Michigan,2015,380,9922576,3.8297,3.8557,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Michigan,2016,560,9928300,5.6404,5.7243,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Minnesota,2013,111,5420380,2.0478,2.0041,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Minnesota,2014,102,5457173,1.8691,1.8882,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Minnesota,2015,125,5489594,2.277,2.2379,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Minnesota,2016,137,5519952,2.4819,2.4741,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Mississippi,2013,55,2991207,1.8387,1.8471,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Mississippi,2014,63,2994079,2.1042,2.0974,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Mississippi,2015,73,2992333,2.4396,2.5391,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Mississippi,2016,97,2988726,3.2455,3.22,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Missouri,2013,237,6044171,3.9211,4.0339,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Missouri,2014,237,6063589,3.9086,3.9907,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Missouri,2015,237,6083672,3.8957,3.9113,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Missouri,2016,231,6093000,3.7912,3.8452,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Montana,2013,43,1015165,4.2358,4.6377,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Montana,2014,22,1023579,2.1493,2.1589,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Montana,2015,26,1032949,2.5171,2.7023,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Montana,2016,12,1042520,,,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Nebraska,2013,33,1868516,1.7661,1.7866,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Nebraska,2014,30,1881503,1.5945,1.7647,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Nebraska,2015,30,1896190,1.5821,1.6633,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Nebraska,2016,22,1907116,1.1536,1.2076,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Nevada,2013,242,2790136,8.6734,8.2671,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Nevada,2014,224,2839099,7.8898,7.4345,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Nevada,2015,259,2890845,8.9593,8.5671,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Nevada,2016,235,2940058,7.993,7.5509,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Hampshire,2013,62,1323459,4.6847,4.3043,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Hampshire,2014,81,1326813,6.1049,5.7588,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Hampshire,2015,63,1330608,4.7347,4.4125,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Hampshire,2016,69,1334795,5.1693,4.9713,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Jersey,2013,231,8899339,2.5957,2.5558,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Jersey,2014,245,8938175,2.7411,2.6932,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Jersey,2015,237,8958013,2.6457,2.5869,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Jersey,2016,346,8944469,3.8683,3.7614,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Mexico,2013,209,2085287,10.0226,10.1109,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Mexico,2014,223,2085572,10.6925,10.9347,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Mexico,2015,160,2085109,7.6735,8.1149,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New Mexico,2016,153,2081015,7.3522,7.4686,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New York,2013,644,19651127,3.2772,3.1407,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New York,2014,608,19746227,3.0791,2.9635,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New York,2015,705,19795791,3.5614,3.4284,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
New York,2016,892,19745289,4.5175,4.3848,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
North Carolina,2013,397,9848060,4.0313,4.0748,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
North Carolina,2014,462,9943964,4.646,4.6836,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
North Carolina,2015,554,10042802,5.5164,5.5409,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
North Carolina,2016,611,10146788,6.0216,6.0565,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
North Dakota,2013,,723393,,,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
North Dakota,2014,17,739482,,,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
North Dakota,2015,15,756927,,,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
North Dakota,2016,17,757952,,,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Ohio,2013,518,11570808,4.4768,4.4828,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Ohio,2014,618,11594163,5.3303,5.4109,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Ohio,2015,690,11613423,5.9414,6.1101,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Ohio,2016,785,11614373,6.7589,6.9457,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Oklahoma,2013,375,3850568,9.7388,9.7581,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Oklahoma,2014,370,3878051,9.5409,9.646,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Oklahoma,2015,277,3911338,7.082,7.1904,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Oklahoma,2016,285,3923561,7.2638,7.4006,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Oregon,2013,119,3930065,3.0279,2.8646,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Oregon,2014,137,3970239,3.4507,3.2279,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Oregon,2015,150,4028977,3.723,3.5513,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Oregon,2016,128,4093465,3.1269,2.9649,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Pennsylvania,2013,406,12773801,3.1784,3.2429,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Pennsylvania,2014,411,12787209,3.2141,3.2768,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Pennsylvania,2015,460,12802503,3.593,3.6965,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Pennsylvania,2016,634,12784227,4.9592,5.1529,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Rhode Island,2013,80,1051511,7.6081,7.3841,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Rhode Island,2014,70,1055173,6.634,6.7098,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Rhode Island,2015,95,1056298,8.9937,8.3416,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Rhode Island,2016,89,1056426,8.4246,8.1252,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
South Carolina,2013,144,4774839,3.0158,3.0461,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
South Carolina,2014,319,4832482,6.6012,6.5141,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
South Carolina,2015,322,4896146,6.5766,6.4517,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
South Carolina,2016,342,4961119,6.8936,6.9912,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
South Dakota,2013,27,844877,3.1957,3.5363,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
South Dakota,2014,20,853175,2.3442,2.4408,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
South Dakota,2015,10,858469,,,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
South Dakota,2016,25,865454,2.8887,2.778,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Tennessee,2013,524,6495978,8.0665,8.1013,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Tennessee,2014,554,6549352,8.4589,8.5575,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Tennessee,2015,643,6600299,9.742,9.7256,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Tennessee,2016,679,6651194,10.2087,10.1615,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Texas,2013,452,26448193,1.709,1.7108,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Texas,2014,471,26956958,1.7472,1.7205,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Texas,2015,473,27469114,1.7219,1.7229,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Texas,2016,501,27862596,1.7981,1.799,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Utah,2013,358,2900872,12.3411,13.3252,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Utah,2014,367,2942902,12.4707,13.5648,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Utah,2015,357,2995919,11.9162,12.7198,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Utah,2016,322,3051217,10.5532,11.5136,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
Vermont,2013,37,626630,5.9046,5.904,5,Drug overdose deaths involving natural and semi-synthetic opioids,Mortality,PfS
